Time,Sales Rank,New Price,List Price
"6/19/2024, 2:56:15 AM",362,1309.55,1399.99
"6/19/2024, 8:57:28 AM",377,1309.55,1399.99
"6/19/2024, 11:58:19 AM",359,1309.55,1399.99
"6/19/2024, 2:59:06 PM",354,1309.55,1399.99
"6/19/2024, 9:00:41 PM",379,1309.55,1399.99
"6/20/2024, 12:01:20 AM",356,1309.55,1399.99
"6/20/2024, 3:02:07 AM",384,1309.55,1399.99
"6/20/2024, 6:02:53 AM",369,1309.55,1399.99
"6/20/2024, 9:03:39 AM",336,1309.55,1399.99
"6/20/2024, 12:04:31 PM",351,1309.55,1399.99
"6/20/2024, 3:05:28 PM",379,1309.55,1399.99
"6/20/2024, 9:07:23 PM",387,1309.55,1399.99
"6/21/2024, 12:15:40 AM",422,1309.55,1399.99
"6/21/2024, 7:51:56 AM",325,1309.55,1399.99
"6/21/2024, 10:52:39 AM",269,1309.56,1399.99
"6/21/2024, 1:53:33 PM",306,1309.56,1399.99
"6/21/2024, 4:54:30 PM",299,1309.56,1399.99
"6/21/2024, 7:55:23 PM",318,1309.56,1399.99
"6/22/2024, 1:57:04 AM",409,1309.56,1399.99
"6/22/2024, 4:57:40 AM",411,1309.56,1399.99
"6/22/2024, 7:58:33 AM",312,1309.56,1399.99
"6/22/2024, 10:59:22 AM",373,1309.56,1399.99
"6/22/2024, 2:00:10 PM",364,1309.56,1399.99
"6/22/2024, 5:00:59 PM",368,1309.56,1399.99
"6/22/2024, 8:01:42 PM",339,1309.56,1399.99
"6/22/2024, 11:02:39 PM",341,1309.56,1399.99
"6/23/2024, 5:04:07 AM",378,1309.56,1399.99
"6/23/2024, 8:04:46 AM",355,1309.56,1399.99
"6/23/2024, 11:05:39 AM",332,1309.56,1399.99
"6/23/2024, 2:06:21 PM",288,1309.56,1399.99
"6/23/2024, 5:07:19 PM",285,1309.56,1399.99
"6/23/2024, 8:08:04 PM",287,1309.56,1399.99
"6/24/2024, 2:09:44 AM",289,1309.56,1399.99
"6/24/2024, 5:10:34 AM",348,1309.56,1399.99
"6/24/2024, 8:11:23 AM",316,1309.56,1399.99
"6/24/2024, 11:12:13 AM",304,1309.56,1399.99
"6/24/2024, 5:14:27 PM",337,1309.56,1399.99
"6/24/2024, 8:15:09 PM",337,1309.57,1399.99
"6/24/2024, 11:15:59 PM",326,1309.57,1399.99
"6/25/2024, 2:16:31 AM",404,1309.57,1399.99
"6/25/2024, 5:17:24 AM",382,1309.57,1399.99
"6/25/2024, 8:18:20 AM",388,1309.57,1399.99
"6/25/2024, 11:19:05 AM",345,1309.57,1399.99
"6/25/2024, 2:19:43 PM",344,1309.57,1399.99
"6/25/2024, 8:21:24 PM",349,1309.57,1399.99
"6/25/2024, 11:22:10 PM",433,1309.57,1399.99
"6/26/2024, 2:22:50 AM",374,1309.57,1399.99
"6/26/2024, 5:23:43 AM",371,1309.57,1399.99
"6/26/2024, 8:24:38 AM",337,1309.57,1399.99
"6/26/2024, 11:25:22 AM",347,1309.57,1399.99
"6/26/2024, 2:26:07 PM",327,1309.57,1399.99
"6/26/2024, 5:26:49 PM",350,1309.57,1399.99
"6/26/2024, 8:27:32 PM",329,1309.57,1399.99
"6/27/2024, 2:29:07 AM",381,1309.57,1399.99
"6/27/2024, 5:29:46 AM",396,1309.57,1399.99
"6/27/2024, 8:30:47 AM",442,1309.57,1399.99
"6/27/2024, 11:31:38 AM",419,1309.57,1399.99
"6/27/2024, 2:32:26 PM",433,1309.57,1399.99
"6/27/2024, 5:33:14 PM",434,1309.57,1399.99
"6/27/2024, 8:34:06 PM",405,1309.57,1399.99
"6/28/2024, 2:35:29 AM",422,1309.57,1399.99
"6/28/2024, 5:36:22 AM",341,1309.57,1399.99
"6/28/2024, 8:37:24 AM",337,1309.57,1399.99
"6/28/2024, 11:38:07 AM",290,1309.57,1399.99
"6/28/2024, 2:38:46 PM",277,1309.57,1399.99
"6/28/2024, 5:39:37 PM",273,1309.57,1399.99
"6/28/2024, 8:40:27 PM",325,1309.57,1399.99
"6/28/2024, 11:41:07 PM",339,1309.57,1399.99
"6/29/2024, 5:42:30 AM",309,1309.57,1399.99
"6/29/2024, 8:43:28 AM",314,1309.57,1399.99
"6/29/2024, 11:44:20 AM",289,1309.57,1399.99
"6/29/2024, 2:45:14 PM",301,1309.57,1399.99
"6/29/2024, 5:46:04 PM",292,1309.57,1399.99
"6/29/2024, 8:46:53 PM",316,1289.57,1399.99
"6/29/2024, 11:47:39 PM",331,1289.57,1399.99
"6/30/2024, 2:48:32 AM",377,1289.57,1399.99
"6/30/2024, 5:49:22 AM",306,1289.57,1399.99
"6/30/2024, 11:50:58 AM",255,1289.57,1399.99
"6/30/2024, 2:51:42 PM",245,1289.57,1399.99
"6/30/2024, 5:52:27 PM",261,1289.57,1399.99
"6/30/2024, 8:53:12 PM",269,1289.57,1399.99
"6/30/2024, 11:54:05 PM",262,1289.57,1399.99
"7/1/2024, 2:54:58 AM",220,1289.57,1399.99
"7/1/2024, 5:55:42 AM",206,1289.57,1399.99
"7/1/2024, 8:56:29 AM",224,1289.57,1399.99
"7/1/2024, 11:57:24 AM",212,1289.57,1399.99
"7/1/2024, 2:58:16 PM",217,1289.57,1399.99
"7/1/2024, 8:59:56 PM",237,1289.57,1399.99
"7/2/2024, 12:00:42 AM",311,1289.57,1399.99
"7/2/2024, 3:01:27 AM",348,1289.57,1399.99
"7/2/2024, 6:02:20 AM",330,1289.57,1399.99
"7/2/2024, 9:03:13 AM",255,1290.37,1399.99
"7/2/2024, 12:04:05 PM",234,1289.55,1399.99
"7/2/2024, 6:05:53 PM",236,1289.55,1399.99
"7/2/2024, 9:06:41 PM",238,1289.55,1399.99
"7/3/2024, 12:07:24 AM",304,1289.55,1399.99
"7/3/2024, 3:08:12 AM",306,1289.55,1399.99
"7/3/2024, 6:09:03 AM",257,1289.55,1399.99
"7/3/2024, 9:09:44 AM",254,1289.55,1399.99
"7/3/2024, 12:10:27 PM",254,1289.53,1399.99
"7/3/2024, 3:11:13 PM",244,1289.53,1399.99
"7/3/2024, 6:12:06 PM",247,1289.53,1399.99
"7/4/2024, 12:13:40 AM",253,1289.53,1399.99
"7/4/2024, 3:15:59 AM",257,1289.53,1399.99
"7/4/2024, 6:21:51 AM",262,1289.53,1399.99
"7/4/2024, 9:37:49 AM",268,1289.53,1399.99
"7/4/2024, 12:38:45 PM",267,1289.53,1399.99
"7/4/2024, 3:39:40 PM",273,1289.53,1399.99
"7/4/2024, 6:40:42 PM",265,1289.53,1399.99
"7/5/2024, 12:42:26 AM",285,1289.53,1399.99
"7/5/2024, 3:43:13 AM",250,1289.53,1399.99
"7/5/2024, 6:44:20 AM",237,1289.53,1399.99
"7/5/2024, 9:45:23 AM",259,1289.53,1399.99
"7/5/2024, 12:46:13 PM",251,1289.53,1399.99
"7/5/2024, 3:47:04 PM",200,1289.53,1399.99
"7/5/2024, 9:48:17 PM",194,1289.53,1399.99
"7/6/2024, 12:49:06 AM",203,1289.53,1399.99
"7/6/2024, 3:49:41 AM",237,1289.53,1399.99
"7/6/2024, 6:50:29 AM",209,1289.53,1399.99
"7/6/2024, 9:51:29 AM",206,1289.53,1399.99
"7/6/2024, 12:52:22 PM",188,1289.53,1399.99
"7/6/2024, 3:53:14 PM",172,1289.53,1399.99
"7/6/2024, 6:54:06 PM",172,1289.54,1399.99
"7/6/2024, 9:54:49 PM",160,1289.54,1399.99
"7/7/2024, 3:56:27 AM",166,1289.54,1399.99
"7/7/2024, 6:57:24 AM",180,1289.54,1399.99
"7/7/2024, 12:59:12 PM",162,1289.54,1399.99
"7/7/2024, 3:59:54 PM",167,1289.54,1399.99
"7/7/2024, 7:00:43 PM",163,1289.54,1399.99
"7/8/2024, 1:02:20 AM",159,1289.54,1399.99
"7/8/2024, 4:03:07 AM",204,1289.54,1399.99
"7/8/2024, 7:03:50 AM",190,1289.54,1399.99
"7/8/2024, 10:04:40 AM",204,1289.53,1399.99
"7/8/2024, 1:05:36 PM",183,1289.53,1399.99
"7/8/2024, 4:06:20 PM",194,1289.53,1399.99
"7/8/2024, 7:07:04 PM",183,1289.53,1399.99
"7/9/2024, 1:08:33 AM",259,1289.53,1399.99
"7/9/2024, 4:09:06 AM",300,1289.53,1399.99
"7/9/2024, 7:09:54 AM",249,1289.53,1399.99
"7/9/2024, 10:10:29 AM",273,1289.54,1399.99
"7/9/2024, 4:12:13 PM",271,1289.54,1399.99
"7/9/2024, 7:13:11 PM",272,1289.54,1399.99
"7/9/2024, 10:21:48 PM",267,1289.54,1399.99
"7/10/2024, 1:58:10 AM",358,1289.54,1399.99
"7/10/2024, 5:49:34 AM",288,1289.54,1399.99
"7/10/2024, 9:13:18 AM",263,1289.54,1399.99
"7/10/2024, 12:14:06 PM",271,1289.54,1399.99
"7/10/2024, 3:14:44 PM",241,1289.54,1399.99
"7/10/2024, 6:16:34 PM",236,1289.54,1399.99
"7/10/2024, 9:17:24 PM",238,1289.54,1399.99
"7/11/2024, 3:18:52 AM",254,1289.54,1399.99
"7/11/2024, 6:19:59 AM",270,1289.54,1399.99
"7/11/2024, 9:21:03 AM",220,1289.54,1399.99
"7/11/2024, 12:21:41 PM",232,1289.54,1399.99
"7/11/2024, 3:22:36 PM",230,1289.54,1399.99
"7/11/2024, 9:24:22 PM",238,1289.54,1399.99
"7/12/2024, 12:25:07 AM",228,1289.54,1399.99
"7/12/2024, 3:25:43 AM",265,1289.54,1399.99
"7/12/2024, 6:26:37 AM",275,1289.54,1399.99
"7/12/2024, 12:28:24 PM",287,1289.54,1399.99
"7/12/2024, 3:29:14 PM",272,1289.54,1399.99
"7/12/2024, 6:30:09 PM",278,1289.54,1399.99
"7/12/2024, 9:30:58 PM",294,1289.54,1399.99
"7/13/2024, 12:31:40 AM",302,1289.54,1399.99
"7/13/2024, 3:32:29 AM",328,1289.54,1399.99
"7/13/2024, 6:33:29 AM",277,1289.54,1399.99
"7/13/2024, 9:34:29 AM",268,1289.54,1399.99
"7/13/2024, 3:36:06 PM",266,1289.54,1399.99
"7/13/2024, 6:37:13 PM",268,1289.54,1399.99
"7/13/2024, 9:37:51 PM",258,1289.54,1399.99
"7/14/2024, 12:38:39 AM",263,1289.54,1399.99
"7/14/2024, 3:39:30 AM",281,1289.54,1399.99
"7/14/2024, 6:40:28 AM",321,1289.54,1399.99
"7/14/2024, 12:42:08 PM",312,1289.54,1399.99
"7/14/2024, 3:42:43 PM",313,1289.54,1399.99
"7/14/2024, 9:44:24 PM",297,1289.54,1399.99
"7/15/2024, 12:45:08 AM",320,1289.54,1399.99
"7/15/2024, 3:45:36 AM",294,1289.54,1399.99
"7/15/2024, 6:46:30 AM",278,1289.54,1399.99
"7/15/2024, 9:47:25 AM",282,1289.54,1399.99
"7/15/2024, 12:48:12 PM",298,1289.54,1399.99
"7/15/2024, 6:49:52 PM",252,1289.54,1399.99
"7/15/2024, 9:50:45 PM",256,1289.54,1399.99
"7/16/2024, 12:51:28 AM",288,1289.54,1399.99
"7/16/2024, 3:52:12 AM",376,1289.54,1399.99
"7/16/2024, 6:53:04 AM",357,1289.54,1399.99
"7/16/2024, 9:54:45 AM",390,1289.54,1399.99
"7/16/2024, 3:56:26 PM",336,1289.54,1399.99
"7/16/2024, 6:58:14 PM",65,1289.54,1399.99
"7/16/2024, 9:59:04 PM",62,1289.54,1399.99
"7/17/2024, 12:59:44 AM",61,1289.54,1399.99
"7/17/2024, 4:00:25 AM",54,1289.54,1399.99
"7/17/2024, 7:01:13 AM",49,1289.54,1399.99
"7/17/2024, 10:03:33 AM",45,1289.54,1399.99
"7/17/2024, 1:04:29 PM",44,1289.54,1399.99
"7/17/2024, 10:07:26 PM",43,1289.54,1399.99
"7/18/2024, 10:11:17 AM",44,1289.55,1399.99
"7/18/2024, 4:13:06 PM",42,1289.55,1399.99
"7/18/2024, 10:14:48 PM",43,1289.55,1399.99
"7/19/2024, 1:15:42 AM",44,1289.55,1399.99
"7/19/2024, 4:16:31 AM",44,1289.56,1399.99
"7/19/2024, 10:19:12 AM",45,1289.56,1399.99
"7/19/2024, 10:22:22 PM",46,1281.64,1399.99
"7/20/2024, 4:24:04 AM",48,1281.64,1399.99
"7/20/2024, 7:25:03 AM",48,1289.56,1399.99
"7/20/2024, 10:25:48 AM",52,1289.56,1399.99
"7/20/2024, 1:26:36 PM",55,1289.56,1399.99
